Churn,Contract_One year,Contract_Two year,Dependents_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,InternetService_Fiber optic,InternetService_No,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,PhoneService_Yes,SeniorCitizen_1,StreamingMovies_No internet service,StreamingMovies_Yes,StreamingTV_No internet service,StreamingTV_Yes,TechSupport_No internet service,TechSupport_Yes,TotalCharges,gender_Male,tenure
0,True,False,False,False,True,False,False,57.95,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,3042.25,False,52
0,False,False,False,False,True,True,False,91.65,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,3954.1,False,43
1,False,False,False,False,False,True,False,76.5,False,True,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,2868.15,False,37
0,False,True,True,False,False,False,False,54.6,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,3423.5,False,64
0,False,False,True,False,False,True,False,89.85,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,248.4,True,3
0,False,True,False,False,False,False,False,31.05,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1126.35,False,36
1,False,False,True,False,False,True,False,100.25,False,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,True,False,False,1064.65,False,10
0,False,True,False,True,False,False,True,20.65,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,835.15,False,41
0,False,False,True,False,False,True,False,85.2,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,2151.6,True,27
0,True,False,True,False,True,True,False,99.8,False,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,5515.45,False,56
0,False,False,False,True,False,False,True,20.7,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,112.75,False,6
1,False,False,False,False,False,True,False,74.4,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,229.55,True,3
0,False,False,True,False,False,False,False,50.7,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,350.35,False,7
0,False,False,True,True,False,False,True,20.85,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,62.9,False,4
0,False,True,False,False,False,True,False,88.95,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,3027.65,True,33
1,False,False,False,False,True,True,False,78.05,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,2135.5,False,27
0,False,True,False,True,False,False,True,23.55,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,1723.95,True,72
0,False,False,False,True,False,False,True,19.75,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,19.75,True,1
0,True,False,False,False,False,False,False,56.45,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,3985.35,True,71
0,False,False,False,False,False,True,False,85.95,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,1215.65,False,13
1,False,False,True,False,True,False,False,58.6,True,False,False,True,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,1502.65,False,25
0,False,True,False,False,False,False,False,50.55,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3260.1,True,67
1,False,False,False,False,False,False,False,35.45,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,35.45,True,1
1,False,False,False,False,False,False,False,44.35,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,81.25,True,2
0,False,True,False,True,False,False,True,25.7,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,1188.2,False,43
0,False,False,False,False,False,True,False,75.0,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,1778.5,False,23
0,False,True,True,True,False,False,True,20.2,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,1277.75,False,64
0,False,True,True,True,False,False,True,19.6,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,1170.55,True,57
1,False,False,False,False,False,True,False,70.45,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,70.45,False,1
0,False,True,True,False,True,False,False,88.05,False,True,False,True,False,True,True,True,True,False,False,True,True,False,True,False,True,False,True,6425.65,False,72
1,False,False,False,False,False,False,False,71.15,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,563.65,False,8
0,False,True,False,False,False,True,False,101.05,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,5971.25,False,61
0,True,False,False,False,False,True,False,84.3,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,5289.05,True,64
0,False,True,False,True,False,False,True,23.95,False,True,True,False,True,False,False,True,False,False,False,True,True,True,False,True,False,True,False,1756.2,True,71
0,False,True,True,False,False,True,False,99.05,False,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,6416.7,False,65
0,True,False,False,True,False,False,True,19.6,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,61.35,True,3
1,False,False,False,False,False,False,False,45.65,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,45.65,True,1
0,True,False,True,False,True,False,False,64.5,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1929.95,True,30
0,False,False,True,False,True,False,False,69.5,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,1071.4,True,15
0,False,False,True,False,False,False,False,68.55,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,564.35,False,8
1,False,False,False,False,False,True,False,95.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,655.5,True,7
0,True,False,True,False,True,True,False,108.15,False,True,False,True,False,True,True,True,True,False,False,True,False,False,True,False,True,False,False,7930.55,False,70
0,False,True,True,False,True,False,False,86.1,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,5215.25,True,62
0,False,False,True,True,False,False,True,19.7,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,113.5,False,6
0,False,False,True,False,False,True,False,80.9,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,1152.8,False,14
0,False,False,False,False,False,True,False,84.15,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1821.95,False,22
0,True,False,True,True,False,False,True,20.15,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,419.9,True,22
0,False,True,True,False,True,False,False,64.25,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,1024.0,True,16
0,False,True,False,True,False,False,True,25.7,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,251.6,True,10
0,False,False,True,False,False,False,False,56.0,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,764.55,False,13
1,False,False,False,False,False,True,False,82.4,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,1592.35,False,20
0,False,False,False,False,False,True,False,69.7,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,135.2,False,2
0,False,True,False,False,True,False,False,73.9,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,3958.25,True,53
0,True,False,True,True,False,False,True,20.6,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,233.9,False,11
0,False,True,False,True,False,False,True,19.9,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,1363.45,True,69
1,False,False,False,False,False,True,False,70.9,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,273.0,False,4
0,False,True,False,False,True,False,False,89.05,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,False,True,False,True,6254.45,True,72
1,False,False,False,False,True,False,False,45.3,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,2651.2,True,58
0,False,False,True,True,False,False,True,20.4,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,321.4,False,16
0,True,False,False,False,True,True,False,84.25,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,3539.25,True,43
1,False,False,False,False,True,True,False,104.4,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,242.8,False,2
0,False,True,False,False,True,False,False,81.95,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,1181.75,True,14
1,True,False,False,False,True,True,False,94.85,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,5000.2,False,53
0,True,False,False,True,False,False,True,20.55,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,654.55,False,32
0,False,False,False,True,False,False,True,24.7,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,780.2,False,34
1,False,False,False,False,False,True,False,74.45,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,1145.7,False,15
1,False,False,False,False,False,True,False,76.45,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,503.6,False,7
0,False,False,True,False,True,True,False,105.35,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,1559.25,False,15
0,True,False,False,True,False,False,True,20.55,False,False,True,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False,1252.0,True,61
1,False,False,False,False,False,False,False,29.95,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29.95,False,1
0,False,False,False,False,False,False,False,45.3,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,45.3,False,1
1,False,False,False,False,False,True,False,84.5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,662.65,True,8
0,True,False,True,False,True,False,False,74.75,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,2453.3,True,33
1,False,False,False,False,True,True,False,79.25,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,1111.65,False,13
1,False,False,False,False,False,False,False,24.8,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,24.8,False,1
0,False,False,False,False,False,False,False,51.8,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,1023.85,True,20
0,False,False,False,False,False,False,False,30.4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,82.15,True,3
0,True,False,False,True,False,False,True,19.65,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,244.8,False,13
0,False,False,False,False,False,False,False,56.6,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,2379.1,False,40
0,True,False,True,False,False,False,False,71.9,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,False,False,True,3173.35,True,43
1,False,False,False,False,True,True,False,91.0,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,531.0,True,6
0,False,True,True,True,False,False,True,19.75,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,1375.4,False,69
0,False,True,True,False,True,True,False,109.7,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,8129.3,False,72
0,False,True,True,True,False,False,True,19.3,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,1192.7,True,59
0,False,False,False,False,False,True,False,96.55,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,True,1901.65,False,20
0,False,True,True,True,False,False,True,24.1,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,587.4,True,24
0,False,False,False,False,True,True,False,111.35,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,6519.75,True,59
0,False,True,True,False,True,True,False,112.25,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,8041.65,True,72
0,False,False,True,True,False,False,True,20.75,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,20.75,True,1
